pid,title,published_date,event_date,url
7036,105年09月29日天然災害停止辦公及上課情形,2016-10-04,2016-09-29,https://www.dgpa.gov.tw/information?uid=374&pid=7036
7035,105年09月28日天然災害停止辦公及上課情形,2016-09-29,2016-09-28,https://www.dgpa.gov.tw/information?uid=374&pid=7035
7033,105年09月27日天然災害停止辦公及上課情形,2016-09-28,2016-09-27,https://www.dgpa.gov.tw/information?uid=374&pid=7033
7034,105年09月26日天然災害停止辦公及上課情形,2016-09-28,2016-09-26,https://www.dgpa.gov.tw/information?uid=374&pid=7034
7032,105年09月18日天然災害停止辦公及上課情形,2016-09-19,2016-09-18,https://www.dgpa.gov.tw/information?uid=374&pid=7032
7031,105年09月17日天然災害停止辦公及上課情形,2016-09-19,2016-09-17,https://www.dgpa.gov.tw/information?uid=374&pid=7031
7030,105年09月16日天然災害停止辦公及上課情形,2016-09-19,2016-09-16,https://www.dgpa.gov.tw/information?uid=374&pid=7030
7029,105年09月15日天然災害停止辦公及上課情形,2016-09-19,2016-09-15,https://www.dgpa.gov.tw/information?uid=374&pid=7029
7028,105年09月14日天然災害停止辦公及上課情形,2016-09-19,2016-09-14,https://www.dgpa.gov.tw/information?uid=374&pid=7028
7027,105年09月13日天然災害停止辦公及上課情形,2016-09-14,2016-09-13,https://www.dgpa.gov.tw/information?uid=374&pid=7027
7351,105年07月12日天然災害停止辦公及上課情形,2016-07-12,2016-07-12,https://www.dgpa.gov.tw/information?uid=374&pid=7351
7350,105年07月11日天然災害停止辦公及上課情形,2016-07-11,2016-07-11,https://www.dgpa.gov.tw/information?uid=374&pid=7350
7026,105年07月09日天然災害停止辦公及上課情形,2016-07-09,2016-07-09,https://www.dgpa.gov.tw/information?uid=374&pid=7026
7025,105年07月08日天然災害停止辦公及上課情形,2016-07-08,2016-07-08,https://www.dgpa.gov.tw/information?uid=374&pid=7025
7024,105年07月07日天然災害停止辦公及上課情形,2016-07-07,2016-07-07,https://www.dgpa.gov.tw/information?uid=374&pid=7024
7349,105年06月16日天然災害停止辦公及上課情形,2016-06-16,2016-06-16,https://www.dgpa.gov.tw/information?uid=374&pid=7349
7348,105年06月15日天然災害停止辦公及上課情形,2016-06-15,2016-06-15,https://www.dgpa.gov.tw/information?uid=374&pid=7348
7347,105年06月14日天然災害停止辦公及上課情形,2016-06-14,2016-06-14,https://www.dgpa.gov.tw/information?uid=374&pid=7347
7023,105年06月13日天然災害停止辦公及上課情形,2016-06-13,2016-06-13,https://www.dgpa.gov.tw/information?uid=374&pid=7023
7129,105年05月16日天然災害停止辦公及上課情形,2016-05-16,2016-05-16,https://www.dgpa.gov.tw/information?uid=374&pid=7129
7128,105年03月14日天然災害停止辦公及上課情形,2016-03-14,2016-03-14,https://www.dgpa.gov.tw/information?uid=374&pid=7128
7127,105年01月26日天然災害停止辦公及上課情形,2016-01-27,2016-01-26,https://www.dgpa.gov.tw/information?uid=374&pid=7127
7126,105年01月25日天然災害停止辦公及上課情形,2016-01-27,2016-01-25,https://www.dgpa.gov.tw/information?uid=374&pid=7126
7125,104年10月02日天然災害停止辦公及上課情形,2015-10-05,2015-10-02,https://www.dgpa.gov.tw/information?uid=374&pid=7125
7124,104年10月01日天然災害停止辦公及上課情形,2015-10-02,2015-10-01,https://www.dgpa.gov.tw/information?uid=374&pid=7124
7123,104年09月30日天然災害停止辦公及上課情形,2015-10-01,2015-09-30,https://www.dgpa.gov.tw/information?uid=374&pid=7123
7122,104年09月29日天然災害停止辦公及上課情形,2015-09-29,2015-09-29,https://www.dgpa.gov.tw/information?uid=374&pid=7122
7121,104年09月28日天然災害停止辦公及上課情形,2015-09-29,2015-09-28,https://www.dgpa.gov.tw/information?uid=374&pid=7121
7120,104年09月27日天然災害停止辦公及上課情形,2015-09-29,2015-09-27,https://www.dgpa.gov.tw/information?uid=374&pid=7120
7119,104年08月23日天然災害停止辦公及上課情形,2015-08-26,2015-08-23,https://www.dgpa.gov.tw/information?uid=374&pid=7119
7118,104年08月22日天然災害停止辦公及上課情形,2015-08-22,2015-08-22,https://www.dgpa.gov.tw/information?uid=374&pid=7118
7117,104年08月21日天然災害停止辦公及上課情形,2015-08-21,2015-08-21,https://www.dgpa.gov.tw/information?uid=374&pid=7117
7116,104年08月14日天然災害停止辦公及上課情形,2015-08-17,2015-08-14,https://www.dgpa.gov.tw/information?uid=374&pid=7116
7115,104年08月13日天然災害停止辦公及上課情形,2015-08-17,2015-08-13,https://www.dgpa.gov.tw/information?uid=374&pid=7115
7114,104年08月12日天然災害停止辦公及上課情形,2015-08-17,2015-08-12,https://www.dgpa.gov.tw/information?uid=374&pid=7114
7113,104年08月11日天然災害停止辦公及上課情形,2015-08-12,2015-08-11,https://www.dgpa.gov.tw/information?uid=374&pid=7113
7112,104年08月10日天然災害停止辦公及上課情形,2015-08-11,2015-08-10,https://www.dgpa.gov.tw/information?uid=374&pid=7112
7111,104年08月09日天然災害停止辦公及上課情形,2015-08-10,2015-08-09,https://www.dgpa.gov.tw/information?uid=374&pid=7111
7110,104年08月08日天然災害停止辦公及上課情形,2015-08-10,2015-08-08,https://www.dgpa.gov.tw/information?uid=374&pid=7110
7109,104年08月07日天然災害停止辦公及上課情形,2015-08-10,2015-08-07,https://www.dgpa.gov.tw/information?uid=374&pid=7109
7107,104年07月10日天然災害停止辦公及上課情形,2015-07-13,2015-07-10,https://www.dgpa.gov.tw/information?uid=374&pid=7107
7108,104年07月08日天然災害停止辦公及上課情形,2015-07-13,2015-07-08,https://www.dgpa.gov.tw/information?uid=374&pid=7108
7106,104年05月28日天然災害停止辦公及上課情形,2015-05-28,2015-05-28,https://www.dgpa.gov.tw/information?uid=374&pid=7106
7105,104年05月27日天然災害停止辦公及上課情形,2015-05-27,2015-05-27,https://www.dgpa.gov.tw/information?uid=374&pid=7105
7104,104年05月26日天然災害停止辦公及上課情形,2015-05-26,2015-05-26,https://www.dgpa.gov.tw/information?uid=374&pid=7104
7103,104年05月25日天然災害停止辦公及上課情形,2015-05-25,2015-05-25,https://www.dgpa.gov.tw/information?uid=374&pid=7103
7102,104年05月11日天然災害停止辦公及上課情形,2015-05-12,2015-05-11,https://www.dgpa.gov.tw/information?uid=374&pid=7102
7099,103年09月22日天然災害停止辦公及上課情形,2014-09-22,2014-09-22,https://www.dgpa.gov.tw/information?uid=374&pid=7099
7098,103年09月21日天然災害停止辦公及上課情形,2014-09-21,2014-09-21,https://www.dgpa.gov.tw/information?uid=374&pid=7098
7097,103年09月20日天然災害停止辦公及上課情形,2014-09-21,2014-09-20,https://www.dgpa.gov.tw/information?uid=374&pid=7097
7096,103年08月13日天然災害停止上班及上課情形,2014-08-13,2014-08-13,https://www.dgpa.gov.tw/information?uid=374&pid=7096
7095,103年08月12日天然災害停止上班及上課情形,2014-08-12,2014-08-12,https://www.dgpa.gov.tw/information?uid=374&pid=7095
7094,103年07月25日天然災害停止上班及上課情形,2014-07-25,2014-07-25,https://www.dgpa.gov.tw/information?uid=374&pid=7094
7093,103年07月24日天然災害停止上班及上課情形,2014-07-24,2014-07-24,https://www.dgpa.gov.tw/information?uid=374&pid=7093
7092,103年07月23日天然災害停止上班及上課情形,2014-07-23,2014-07-23,https://www.dgpa.gov.tw/information?uid=374&pid=7092
7091,103年07月22日天然災害停止上班及上課情形,2014-07-23,2014-07-22,https://www.dgpa.gov.tw/information?uid=374&pid=7091
7065,102年10月07日天然災害停止上班及上課情形,2013-10-07,2013-10-07,https://www.dgpa.gov.tw/information?uid=374&pid=7065
7064,102年10月06日天然災害停止上班及上課情形,2013-10-07,2013-10-06,https://www.dgpa.gov.tw/information?uid=374&pid=7064
7063,102年10月05日天然災害停止上班及上課情形,2013-10-07,2013-10-05,https://www.dgpa.gov.tw/information?uid=374&pid=7063
7066,102年09月27日天然災害停止上班及上課情形,2013-09-27,2013-09-27,https://www.dgpa.gov.tw/information?uid=374&pid=7066
7067,102年09月26日天然災害停止上班及上課情形,2013-09-26,2013-09-26,https://www.dgpa.gov.tw/information?uid=374&pid=7067
7068,102年09月25日天然災害停止上班及上課情形,2013-09-25,2013-09-25,https://www.dgpa.gov.tw/information?uid=374&pid=7068
7069,102年09月24日天然災害停止上班及上課情形,2013-09-24,2013-09-24,https://www.dgpa.gov.tw/information?uid=374&pid=7069
7070,102年09月23日天然災害停止上班及上課情形,2013-09-23,2013-09-23,https://www.dgpa.gov.tw/information?uid=374&pid=7070
7062,102年09月22日天然災害停止上班及上課情形,2013-09-23,2013-09-22,https://www.dgpa.gov.tw/information?uid=374&pid=7062
7061,102年09月21日天然災害停止上班及上課情形,2013-09-23,2013-09-21,https://www.dgpa.gov.tw/information?uid=374&pid=7061
7060,102年09月20日天然災害停止上班及上課情形,2013-09-23,2013-09-20,https://www.dgpa.gov.tw/information?uid=374&pid=7060
7071,102年09月06日天然災害停止上班及上課情形,2013-09-06,2013-09-06,https://www.dgpa.gov.tw/information?uid=374&pid=7071
7072,102年09月05日天然災害停止上班及上課情形,2013-09-05,2013-09-05,https://www.dgpa.gov.tw/information?uid=374&pid=7072
7073,102年09月04日天然災害停止上班及上課情形,2013-09-04,2013-09-04,https://www.dgpa.gov.tw/information?uid=374&pid=7073
7074,102年09月03日天然災害停止上班及上課情形,2013-09-03,2013-09-03,https://www.dgpa.gov.tw/information?uid=374&pid=7074
7075,102年09月02日天然災害停止上班及上課情形,2013-09-02,2013-09-02,https://www.dgpa.gov.tw/information?uid=374&pid=7075
7076,102年08月31日天然災害停止上班及上課情形,2013-08-31,2013-08-31,https://www.dgpa.gov.tw/information?uid=374&pid=7076
7132,102年08月30日天然災害停止上班及上課情形,2013-08-30,2013-08-30,https://www.dgpa.gov.tw/information?uid=374&pid=7132
7131,102年08月29日天然災害停止上班及上課情形,2013-08-29,2013-08-29,https://www.dgpa.gov.tw/information?uid=374&pid=7131
7130,102年08月28日天然災害停止上班及上課情形,2013-08-28,2013-08-28,https://www.dgpa.gov.tw/information?uid=374&pid=7130
7077,102年08月23日天然災害停止上班及上課情形,2013-08-23,2013-08-23,https://www.dgpa.gov.tw/information?uid=374&pid=7077
7059,102年08月22日天然災害停止上班及上課情形,2013-08-22,2013-08-22,https://www.dgpa.gov.tw/information?uid=374&pid=7059
7058,102年08月21日天然災害停止上班及上課情形,2013-08-21,2013-08-21,https://www.dgpa.gov.tw/information?uid=374&pid=7058
7078,102年07月15日天然災害停止上班及上課情形,2013-07-15,2013-07-15,https://www.dgpa.gov.tw/information?uid=374&pid=7078
7079,102年07月14日天然災害停止上班及上課情形,2013-07-14,2013-07-14,https://www.dgpa.gov.tw/information?uid=374&pid=7079
7057,102年07月13日天然災害停止上班及上課情形,2013-07-13,2013-07-13,https://www.dgpa.gov.tw/information?uid=374&pid=7057
7056,102年07月12日天然災害停止上班及上課情形,2013-07-12,2013-07-12,https://www.dgpa.gov.tw/information?uid=374&pid=7056
7080,102年06月21日天然災害停止上班及上課情形,2013-06-21,2013-06-21,https://www.dgpa.gov.tw/information?uid=374&pid=7080
7081,102年06月03日天然災害停止上班及上課情形,2013-06-03,2013-06-03,https://www.dgpa.gov.tw/information?uid=374&pid=7081
7082,102年05月24日天然災害停止上班及上課情形,2013-05-24,2013-05-24,https://www.dgpa.gov.tw/information?uid=374&pid=7082
7083,102年05月23日天然災害停止上班及上課情形,2013-05-23,2013-05-23,https://www.dgpa.gov.tw/information?uid=374&pid=7083
7084,102年05月22日天然災害停止上班及上課情形,2013-05-22,2013-05-22,https://www.dgpa.gov.tw/information?uid=374&pid=7084
7085,102年05月21日天然災害停止上班及上課情形,2013-05-21,2013-05-21,https://www.dgpa.gov.tw/information?uid=374&pid=7085
7086,102年05月20日天然災害停止上班及上課情形,2013-05-20,2013-05-20,https://www.dgpa.gov.tw/information?uid=374&pid=7086
7087,102年05月19日天然災害停止上班及上課情形,2013-05-19,2013-05-19,https://www.dgpa.gov.tw/information?uid=374&pid=7087
7088,102年05月18日天然災害停止上班及上課情形,2013-05-18,2013-05-18,https://www.dgpa.gov.tw/information?uid=374&pid=7088
7089,102年05月17日天然災害停止上班及上課情形,2013-05-17,2013-05-17,https://www.dgpa.gov.tw/information?uid=374&pid=7089
7054,101年08月28日天然災害停止辦公及上課情形,2012-08-29,2012-08-28,https://www.dgpa.gov.tw/information?uid=374&pid=7054
7053,101年08月27日天然災害停止辦公及上課情形,2012-08-28,2012-08-27,https://www.dgpa.gov.tw/information?uid=374&pid=7053
7052,101年08月25日天然災害停止辦公及上課情形,2012-08-27,2012-08-25,https://www.dgpa.gov.tw/information?uid=374&pid=7052
7051,101年08月24日天然災害停止辦公及上課情形,2012-08-24,2012-08-24,https://www.dgpa.gov.tw/information?uid=374&pid=7051
7050,101年08月23日天然災害停止辦公及上課情形,2012-08-23,2012-08-23,https://www.dgpa.gov.tw/information?uid=374&pid=7050
7049,101年08月03日天然災害停止辦公及上課情形,2012-08-03,2012-08-03,https://www.dgpa.gov.tw/information?uid=374&pid=7049
7048,101年08月02日天然災害停止辦公及上課情形,2012-08-03,2012-08-02,https://www.dgpa.gov.tw/information?uid=374&pid=7048
7047,101年08月01日天然災害停止辦公及上課情形,2012-08-03,2012-08-01,https://www.dgpa.gov.tw/information?uid=374&pid=7047
7046,101年06月21日天然災害停止辦公及上課情形,2012-06-22,2012-06-21,https://www.dgpa.gov.tw/information?uid=374&pid=7046
7045,101年06月20日天然災害停止辦公及上課情形,2012-06-22,2012-06-20,https://www.dgpa.gov.tw/information?uid=374&pid=7045
7044,101年06月14日天然災害停止辦公及上課情形,2012-06-14,2012-06-14,https://www.dgpa.gov.tw/information?uid=374&pid=7044
7043,101年06月13日天然災害停止辦公及上課情形,2012-06-14,2012-06-13,https://www.dgpa.gov.tw/information?uid=374&pid=7043
7042,101年06月12日天然災害停止辦公及上課情形,2012-06-14,2012-06-12,https://www.dgpa.gov.tw/information?uid=374&pid=7042
7021,100年08月31日天然災害停止辦公及上課情形,2011-08-31,2011-08-31,https://www.dgpa.gov.tw/information?uid=374&pid=7021
7020,100年08月30日天然災害停止辦公及上課情形,2011-08-30,2011-08-30,https://www.dgpa.gov.tw/information?uid=374&pid=7020
7019,100年08月29日天然災害停止辦公及上課情形,2011-08-30,2011-08-29,https://www.dgpa.gov.tw/information?uid=374&pid=7019
7018,100年08月28日天然災害停止辦公及上課情形,2011-08-30,2011-08-28,https://www.dgpa.gov.tw/information?uid=374&pid=7018
7100,100年03月11日天然災害停止辦公及上課情形,2011-03-11,2011-03-11,https://www.dgpa.gov.tw/information?uid=374&pid=7100
7017,99年10月23日天然災害停止辦公及上課情形,2010-10-25,2010-10-23,https://www.dgpa.gov.tw/information?uid=374&pid=7017
7016,99年10月22日天然災害停止辦公及上課情形,2010-10-25,2010-10-22,https://www.dgpa.gov.tw/information?uid=374&pid=7016
7015,99年10月21日天然災害停止辦公及上課情形,2010-10-25,2010-10-21,https://www.dgpa.gov.tw/information?uid=374&pid=7015
7013,99年09月20日天然災害停止辦公及上課情形,2010-09-20,2010-09-20,https://www.dgpa.gov.tw/information?uid=374&pid=7013
7012,99年09月19日天然災害停止辦公及上課情形,2010-09-20,2010-09-19,https://www.dgpa.gov.tw/information?uid=374&pid=7012
7011,99年09月18日天然災害停止辦公及上課情形,2010-09-20,2010-09-18,https://www.dgpa.gov.tw/information?uid=374&pid=7011
7014,99年09月10日天然災害停止辦公及上課情形,2010-09-10,2010-09-10,https://www.dgpa.gov.tw/information?uid=374&pid=7014
7010,99年09月09日天然災害停止辦公及上課情形,2010-09-10,2010-09-09,https://www.dgpa.gov.tw/information?uid=374&pid=7010
7009,99年09月02日天然災害停止辦公及上課情形,2010-09-02,2010-09-02,https://www.dgpa.gov.tw/information?uid=374&pid=7009
7008,99年09月01日天然災害停止辦公及上課情形,2010-09-02,2010-09-01,https://www.dgpa.gov.tw/information?uid=374&pid=7008
7007,99年08月31日天然災害停止辦公及上課情形,2010-09-02,2010-08-31,https://www.dgpa.gov.tw/information?uid=374&pid=7007
6948,98年10月06日天然災害停止辦公及上課情形,2009-10-06,2009-10-06,https://www.dgpa.gov.tw/information?uid=374&pid=6948
6947,98年10月05日天然災害停止辦公及上課情形,2009-10-06,2009-10-05,https://www.dgpa.gov.tw/information?uid=374&pid=6947
6946,98年10月04日天然災害停止辦公及上課情形,2009-10-06,2009-10-04,https://www.dgpa.gov.tw/information?uid=374&pid=6946
6945,98年08月10日天然災害停止辦公及上課情形,2009-08-10,2009-08-10,https://www.dgpa.gov.tw/information?uid=374&pid=6945
6944,98年08月09日天然災害停止辦公及上課情形,2009-08-10,2009-08-09,https://www.dgpa.gov.tw/information?uid=374&pid=6944
6943,98年08月08日天然災害停止辦公及上課情形,2009-08-10,2009-08-08,https://www.dgpa.gov.tw/information?uid=374&pid=6943
6942,98年08月07日天然災害停止辦公及上課情形,2009-08-10,2009-08-07,https://www.dgpa.gov.tw/information?uid=374&pid=6942
7006,98年06月22日天然災害停止辦公及上課情形,2009-06-22,2009-06-22,https://www.dgpa.gov.tw/information?uid=374&pid=7006
7005,98年06月21日天然災害停止辦公及上課情形,2009-06-22,2009-06-21,https://www.dgpa.gov.tw/information?uid=374&pid=7005
6949,97年09月29日天然災害停止辦公及上課情形,2008-09-29,2008-09-29,https://www.dgpa.gov.tw/information?uid=374&pid=6949
6950,97年09月28日天然災害停止辦公及上課情形,2008-09-28,2008-09-28,https://www.dgpa.gov.tw/information?uid=374&pid=6950
6951,97年09月15日天然災害停止辦公及上課情形,2008-09-15,2008-09-15,https://www.dgpa.gov.tw/information?uid=374&pid=6951
6952,97年09月14日天然災害停止辦公及上課情形,2008-09-14,2008-09-14,https://www.dgpa.gov.tw/information?uid=374&pid=6952
6953,97年09月13日天然災害停止辦公及上課情形,2008-09-13,2008-09-13,https://www.dgpa.gov.tw/information?uid=374&pid=6953
6954,97年09月12日天然災害停止辦公及上課情形,2008-09-12,2008-09-12,https://www.dgpa.gov.tw/information?uid=374&pid=6954
6955,97年07月29日天然災害停止辦公及上課情形,2008-07-29,2008-07-29,https://www.dgpa.gov.tw/information?uid=374&pid=6955
6956,97年07月28日天然災害停止辦公及上課情形,2008-07-28,2008-07-28,https://www.dgpa.gov.tw/information?uid=374&pid=6956
6957,97年07月27日天然災害停止辦公及上課情形,2008-07-27,2008-07-27,https://www.dgpa.gov.tw/information?uid=374&pid=6957
6958,97年07月19日天然災害停止辦公及上課情形,2008-07-19,2008-07-19,https://www.dgpa.gov.tw/information?uid=374&pid=6958
6959,97年07月18日天然災害停止辦公及上課情形,2008-07-18,2008-07-18,https://www.dgpa.gov.tw/information?uid=374&pid=6959
6960,97年07月17日天然災害停止辦公及上課情形,2008-07-17,2008-07-17,https://www.dgpa.gov.tw/information?uid=374&pid=6960
6961,96年10月7日天然災害停止辦公及上課情形,2007-10-07,2007-10-07,https://www.dgpa.gov.tw/information?uid=374&pid=6961
6962,96年10月6日天然災害停止辦公及上課情形,2007-10-06,2007-10-06,https://www.dgpa.gov.tw/information?uid=374&pid=6962
6963,96年09月18日天然災害停止辦公及上課情形,2007-09-18,2007-09-18,https://www.dgpa.gov.tw/information?uid=374&pid=6963
6964,96年08月19日天然災害停止辦公及上課情形,2007-08-19,2007-08-19,https://www.dgpa.gov.tw/information?uid=374&pid=6964
6965,96年08月18日天然災害停止辦公及上課情形,2007-08-18,2007-08-18,https://www.dgpa.gov.tw/information?uid=374&pid=6965
6966,96年08月17日天然災害停止辦公及上課情形,2007-08-17,2007-08-17,https://www.dgpa.gov.tw/information?uid=374&pid=6966
6967,96年08月09日天然災害停止辦公及上課情形,2007-08-09,2007-08-09,https://www.dgpa.gov.tw/information?uid=374&pid=6967
6968,96年08月08日天然災害停止辦公及上課情形,2007-08-08,2007-08-08,https://www.dgpa.gov.tw/information?uid=374&pid=6968
6969,95年08月09日天然災害停止辦公及上課情形,2006-08-09,2006-08-09,https://www.dgpa.gov.tw/information?uid=374&pid=6969
6970,95年07月25日天然災害停止辦公及上課情形,2006-07-25,2006-07-25,https://www.dgpa.gov.tw/information?uid=374&pid=6970
6971,95年07月24日天然災害停止辦公及上課情形,2006-07-24,2006-07-24,https://www.dgpa.gov.tw/information?uid=374&pid=6971
6972,95年07月14日天然災害停止辦公及上課情形,2006-07-14,2006-07-14,https://www.dgpa.gov.tw/information?uid=374&pid=6972
6973,95年07月13日天然災害停止辦公及上課情形,2006-07-13,2006-07-13,https://www.dgpa.gov.tw/information?uid=374&pid=6973
6974,95年05月18日天然災害停止辦公及上課情形,2006-05-18,2006-05-18,https://www.dgpa.gov.tw/information?uid=374&pid=6974
6975,94年09月01日天然災害停止辦公及上課情形,2005-09-01,2005-09-01,https://www.dgpa.gov.tw/information?uid=374&pid=6975
6976,94年08月31日天然災害停止辦公及上課情形,2005-08-31,2005-08-31,https://www.dgpa.gov.tw/information?uid=374&pid=6976
6977,94年08月05日天然災害停止辦公及上課情形,2005-08-05,2005-08-05,https://www.dgpa.gov.tw/information?uid=374&pid=6977
6978,94年07月19日天然災害停止辦公及上課情形,2005-07-19,2005-07-19,https://www.dgpa.gov.tw/information?uid=374&pid=6978
6979,94年07月18日天然災害停止辦公及上課情形,2005-07-18,2005-07-18,https://www.dgpa.gov.tw/information?uid=374&pid=6979
6980,93年12月03日天然災害停止辦公及上課情形,2004-12-03,2004-12-03,https://www.dgpa.gov.tw/information?uid=374&pid=6980
6981,93年10月25日天然災害停止辦公及上課情形,2004-10-25,2004-10-25,https://www.dgpa.gov.tw/information?uid=374&pid=6981
6982,93年08月26日天然災害停止辦公及上課情形,2004-08-26,2004-08-26,https://www.dgpa.gov.tw/information?uid=374&pid=6982
6983,93年08月25日天然災害停止辦公及上課情形,2004-08-25,2004-08-25,https://www.dgpa.gov.tw/information?uid=374&pid=6983
6984,93年08月24日天然災害停止辦公及上課情形,2004-08-24,2004-08-24,https://www.dgpa.gov.tw/information?uid=374&pid=6984
6985,93年08月12日天然災害停止辦公及上課情形,2004-08-12,2004-08-12,https://www.dgpa.gov.tw/information?uid=374&pid=6985
6986,93年07月02日天然災害停止辦公及上課情形,2004-07-02,2004-07-02,https://www.dgpa.gov.tw/information?uid=374&pid=6986
6987,93年07月01日天然災害停止辦公及上課情形,2004-07-01,2004-07-01,https://www.dgpa.gov.tw/information?uid=374&pid=6987
6988,93年06月09日天然災害停止辦公及上課情形,2004-06-09,2004-06-09,https://www.dgpa.gov.tw/information?uid=374&pid=6988
6989,92年11月03日天然災害停止辦公及上課情形,2003-11-03,2003-11-03,https://www.dgpa.gov.tw/information?uid=374&pid=6989
6990,92年09月02日天然災害停止辦公及上課情形,2003-09-02,2003-09-02,https://www.dgpa.gov.tw/information?uid=374&pid=6990
6991,92年09月01日天然災害停止辦公及上課情形,2003-09-01,2003-09-01,https://www.dgpa.gov.tw/information?uid=374&pid=6991
6992,92年08月20日天然災害停止辦公及上課情形,2003-08-20,2003-08-20,https://www.dgpa.gov.tw/information?uid=374&pid=6992
6993,92年08月04日天然災害停止辦公及上課情形,2003-08-04,2003-08-04,https://www.dgpa.gov.tw/information?uid=374&pid=6993
6994,91年09月06日天然災害停止辦公及上課情形,2002-09-06,2002-09-06,https://www.dgpa.gov.tw/information?uid=374&pid=6994
6995,91年07月10日天然災害停止辦公及上課情形,2002-07-10,2002-07-10,https://www.dgpa.gov.tw/information?uid=374&pid=6995
6996,91年07月09日天然災害停止辦公及上課情形,2002-07-09,2002-07-09,https://www.dgpa.gov.tw/information?uid=374&pid=6996
6997,90年09月27日天然災害停止辦公及上課情形,2001-09-27,2001-09-27,https://www.dgpa.gov.tw/information?uid=374&pid=6997
6998,90年09月26日天然災害停止辦公及上課情形,2001-09-26,2001-09-26,https://www.dgpa.gov.tw/information?uid=374&pid=6998
6999,90年09月25日天然災害停止辦公及上課情形,2001-09-25,2001-09-25,https://www.dgpa.gov.tw/information?uid=374&pid=6999
7000,90年09月19日天然災害停止辦公及上課情形,2001-09-19,2001-09-19,https://www.dgpa.gov.tw/information?uid=374&pid=7000
7001,90年09月18日天然災害停止辦公及上課情形,2001-09-18,2001-09-18,https://www.dgpa.gov.tw/information?uid=374&pid=7001
7002,90年09月17日天然災害停止辦公及上課情形,2001-09-17,2001-09-17,https://www.dgpa.gov.tw/information?uid=374&pid=7002
7003,90年07月31日天然災害停止辦公及上課情形,2001-07-31,2001-07-31,https://www.dgpa.gov.tw/information?uid=374&pid=7003
7004,90年07月30日天然災害停止辦公及上課情形,2001-07-30,2001-07-30,https://www.dgpa.gov.tw/information?uid=374&pid=7004
